SAP+NOME,UF,Semana,Mes,Ano,preço2,Mg %,Margem Líquida Real %,Preço,Vendas Reais Qtde,Vendas Reais $,Margem Líquida Real $,Venda Líquida Real $,CMV,CMV/QTD,Região,DPPsic,Cont,Produto,Correlacao,NObs,Grupo
FRONHA AVULSA LISA ANDREZA,SC,23,6,2017,5.847142857142857,0.4973281944230264,49.73281944230263,5.847142857142857,92.0,511.08,183.16,377.08,193.92,2.1078260869565217,Sul,1,1,FRONHA AVULSA LISA ANDREZA,-0.2717759590382907,40.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,SC,23,6,2017,9.99,0.318885520029401,31.8885520029401,9.99,9.0,89.91,26.04,81.63,55.59,6.176666666666667,Sul,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.9293217198011592,25.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,SE,23,6,2017,4.656666666666667,0.4659860081603286,46.598600816032864,4.656666666666667,3.0,13.97,4.8,10.18,5.38,1.7933333333333332,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.1365534994003901,27.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,SE,23,6,2017,4.99,0.3693749212514853,36.93749212514853,4.99,15.0,74.85,20.15,54.49,34.34,2.289333333333333,Nordeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4965260856235678,39.0,3.0
FRONHA AVULSA LISA ANDREZA,SE,23,6,2017,5.656666666666666,0.4351848794052619,43.5184879405262,5.656666666666666,20.0,103.8,29.8,75.53999999999999,45.74,2.287,Nordeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.2975929306775789,33.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,SE,23,6,2017,7.323333333333333,0.1183562084513612,11.835620845136122,7.323333333333333,30.0,220.7,20.02,160.68,140.66,4.688666666666666,Nordeste,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6870304556884699,46.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,SP,23,6,2017,4.847142857142857,0.4803165162814425,48.03165162814425,4.829285714285715,62.0,304.38,109.17,221.83,112.66,1.8170967741935484,Sudeste,0,1,T VISITA P BORDA DESIRE AZUL 6238,-0.6174816440521946,47.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,SP,23,6,2017,4.99,0.5001168043266564,50.01168043266563,4.882857142857144,49.0,240.51,87.79,175.27999999999997,87.49,1.7855102040816326,Sudeste,0,1,T VISITA P BORDA DESIRE AGUA 6243,-0.4852145227431317,50.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,SP,23,6,2017,5.847142857142857,0.490030383765739,49.0030383765739,5.84344531314819,685.0,3644.15,1207.02,2652.35,1445.33,2.109970802919708,Sudeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4127769226393157,41.0,3.0
FRONHA AVULSA LISA ANDREZA,SP,23,6,2017,5.847142857142857,0.4884640849015404,48.84640849015404,5.839764146822973,760.0,4116.4000000000015,1388.88,2995.95,1607.07,2.114565789473684,Sudeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.2885141068756976,40.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,SP,23,6,2017,9.99,0.3136363015358386,31.36363015358386,9.969442654254683,142.0,1415.58,402.27,1285.07,882.8,6.216901408450704,Sudeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7884015884262173,27.0,0.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,SP,23,6,2017,79.99,0.0266954381916661,2.6695438191666168,79.45733333333332,7.0,551.9399999999999,5.1300000000000185,400.13,395.0,56.42857142857143,Sudeste,0,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,-0.1367924304134409,42.0,4.0
T VISITA P BORDA DESIRE AZUL 6238,TO,23,6,2017,4.99,0.502242423784062,50.2242423784062,4.99,5.0,24.950000000000003,9.21,18.17,8.96,1.7920000000000005,Norte,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.3648094874570736,35.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,TO,23,6,2017,4.99,0.5044841522114251,50.4484152211425,4.99,5.0,24.950000000000003,9.27,18.16,8.89,1.778,Norte,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.1110400813704629,40.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,TO,23,6,2017,6.19,0.5189065124653315,51.89065124653314,6.19,16.0,101.84,40.56,74.15,33.59,2.099375,Norte,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4370523049731408,32.0,3.0
FRONHA AVULSA LISA ANDREZA,TO,23,6,2017,5.790000000000001,0.48522084814052,48.522084814052,5.790000000000001,26.0,141.74,48.24,103.19,54.95,2.1134615384615385,Norte,1,1,FRONHA AVULSA LISA ANDREZA,-0.47605174214338,37.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,TO,23,6,2017,9.99,0.3157558744280914,31.575587442809137,9.99,15.0,149.85000000000002,34.43,109.1,74.67,4.978,Norte,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.5066520613448813,23.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,AC,24,6,2017,9.99,0.297684674751929,29.768467475192903,9.99,3.0,29.97,8.100000000000001,27.21,19.11,6.37,Norte,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.8146702367173138,9.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,AL,24,6,2017,4.19,0.4038045627922993,40.38045627922994,4.19,15.0,60.85,16.799999999999997,44.3,27.5,1.8333333333333333,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.1401439818580602,26.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,AL,24,6,2017,3.99,0.4175257731958764,41.75257731958765,3.99,4.0,15.96,4.77,11.64,6.869999999999999,1.7174999999999998,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,0.0007497934657309,28.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,AL,24,6,2017,4.99,0.3627707112598625,36.27707112598627,4.98074074074074,73.0,363.27,95.62,264.41,168.79000000000002,2.312191780821918,Nordeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.517486302944382,40.0,3.0
FRONHA AVULSA LISA ANDREZA,AL,24,6,2017,4.99,0.3624799754639536,36.24799754639537,4.99,55.0,274.45,72.4,199.79,127.39,2.316181818181818,Nordeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.1699489078632207,36.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,AL,24,6,2017,7.99,0.0841802606924875,8.418026069248755,7.99,84.0,671.1600000000001,51.90000000000001,609.1,551.5,6.565476190476191,Nordeste,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.5374176303033321,44.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,AL,24,6,2017,9.99,0.112458654906284,11.2458654906284,9.99,9.0,89.91,9.18,81.63,72.45,8.05,Nordeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7793165206789658,26.0,0.0
T VISITA P BORDA DESIRE AGUA 6243,AM,24,6,2017,4.19,0.5042065752973988,50.42065752973988,4.19,6.0,24.94,10.26,20.44,10.18,1.6966666666666663,Norte,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.1848391684102495,46.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,AM,24,6,2017,4.99,0.533531260915124,53.3531260915124,4.99,13.0,64.87,28.3,53.17,24.87,1.913076923076923,Norte,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.1935472105184439,27.0,3.0
FRONHA AVULSA LISA ANDREZA,AM,24,6,2017,4.99,0.5207008964955174,52.07008964955175,4.99,10.0,49.900000000000006,21.17,40.9,19.73,1.973,Norte,1,1,FRONHA AVULSA LISA ANDREZA,-0.2403674341241084,32.0,3.0
FRONHA AVULSA ESTAMPADA ANDREZA,AP,24,6,2017,4.99,0.4591034578881857,45.91034578881857,4.99,13.0,64.87,21.630000000000003,47.22,25.59,1.9684615384615385,Norte,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.0954491146357468,34.0,3.0
FRONHA AVULSA LISA ANDREZA,AP,24,6,2017,4.99,0.4583614973819895,45.83614973819895,4.99,20.0,99.8,33.26,72.63,39.37,1.9685,Norte,1,1,FRONHA AVULSA LISA ANDREZA,-0.2859183404799477,26.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,AP,24,6,2017,7.99,0.2349342122513072,23.493421225130724,7.932857142857142,28.0,222.12,47.41,201.57,154.16,5.505714285714285,Norte,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.7217463556412097,42.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,BA,24,6,2017,4.156666666666667,0.3863159659987363,38.63159659987363,4.156666666666667,42.0,170.58,46.73,124.21,77.48,1.8447619047619048,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.552795815448773,52.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,BA,24,6,2017,4.156666666666667,0.4017201543649078,40.17201543649079,4.156666666666667,22.0,95.78,30.1,69.79,39.69,1.804090909090909,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.3492851168989713,51.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,BA,24,6,2017,4.99,0.359841624897517,35.984162489751704,4.982086834733894,398.0,1981.52,517.96,1442.05,921.77,2.316005025125628,Nordeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4560549497948638,39.0,3.0
FRONHA AVULSA LISA ANDREZA,BA,24,6,2017,4.99,0.3592291724007789,35.922917240077886,4.979175646686124,437.0,2177.63,569.97,1584.78,1014.81,2.322219679633867,Nordeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.4680659229321499,41.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,BA,24,6,2017,7.99,0.1598821342661797,15.988213426617971,7.9657550497791965,366.0,2912.15,331.12,2119.48,1788.36,4.886229508196721,Nordeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6509435692172184,48.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,BA,24,6,2017,9.99,0.3060275560067007,30.602755600670072,9.933977591036417,55.0,547.45,122.52,398.62,276.1,5.0200000000000005,Nordeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.8465197075179728,29.0,0.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,BA,24,6,2017,122.49,0.34451504366392,34.451504366392,122.49,4.0,489.96,125.82,356.48,230.66,57.665,Nordeste,1,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,-0.3764456411282637,31.0,4.0
T VISITA P BORDA DESIRE AZUL 6238,CE,24,6,2017,4.132857142857143,0.3964697418108182,39.646974181081816,4.132857142857143,18.0,73.82000000000001,21.3,53.82,32.52,1.8066666666666664,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.4241575282502758,43.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,CE,24,6,2017,4.19,0.405268809083242,40.5268809083242,4.19,12.0,48.88,14.05,35.650000000000006,21.6,1.7999999999999998,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.5062498244567961,49.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,CE,24,6,2017,4.99,0.3538910835375383,35.38910835375383,4.983603411513861,244.0,1214.56,311.16,877.11,565.95,2.3194672131147542,Nordeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.6045640818432344,41.0,3.0
FRONHA AVULSA LISA ANDREZA,CE,24,6,2017,4.99,0.3615890081943781,36.15890081943781,4.986464325440967,223.0,1111.77,292.35,809.23,516.88,2.317847533632287,Nordeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.4887128600387449,40.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,CE,24,6,2017,7.99,0.1013228078205471,10.132280782054712,7.951864065274202,158.0,1255.62,112.6,1088.27,975.67,6.175126582278481,Nordeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6470182868851706,42.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,CE,24,6,2017,9.99,0.3348952590959205,33.489525909592054,9.99,14.0,139.86,43.2,126.98,83.78,5.984285714285714,Nordeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7432496190387301,27.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,DF,24,6,2017,4.156666666666667,0.3946258797058002,39.46258797058002,4.156666666666667,19.0,76.81,21.31,55.98,34.67,1.8247368421052632,Centro-Oeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.5363074271321384,44.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,DF,24,6,2017,3.99,0.3747883039275413,37.47883039275413,3.99,9.0,35.910000000000004,9.88,26.16,16.28,1.808888888888889,Centro-Oeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.439145268615243,47.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,DF,24,6,2017,4.99,0.414866991357384,41.4866991357384,4.981071428571428,186.0,926.14,279.56,674.08,394.52,2.1210752688172043,Centro-Oeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4859848723416299,37.0,3.0
FRONHA AVULSA LISA ANDREZA,DF,24,6,2017,4.99,0.4158727232380229,41.58727232380228,4.986960486322189,148.0,737.52,223.03,536.84,313.81,2.120337837837838,Centro-Oeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.4477821629942605,40.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,DF,24,6,2017,7.99,0.098060979540634,9.806097954063407,7.918571428571428,58.0,459.42,43.45,416.93,373.48,6.439310344827587,Centro-Oeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.3803056270683444,36.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,DF,24,6,2017,9.99,0.2671353180377815,26.71353180377815,9.948333333333332,27.0,267.73,64.37,243.05,178.68,6.617777777777778,Centro-Oeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7489972592740186,27.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,ES,24,6,2017,3.99,0.3796059801147012,37.960598011470125,3.99,7.0,27.93,7.75,20.6,12.85,1.8357142857142856,Sudeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.3274709434971766,50.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,ES,24,6,2017,4.99,0.401684454236258,40.16844542362581,4.983788819875776,99.0,493.01,145.95,363.65,217.7,2.198989898989899,Sudeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.5565069755762896,40.0,3.0
FRONHA AVULSA LISA ANDREZA,ES,24,6,2017,4.99,0.4020927797203521,40.20927797203522,4.99,89.0,444.11,131.69,327.55,195.86,2.200674157303371,Sudeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.5081148517455917,41.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,ES,24,6,2017,7.99,0.348099695342979,34.8099695342979,7.99,77.0,615.23,194.01,558.38,364.37,4.732077922077922,Sudeste,1,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.1625888199801087,38.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,ES,24,6,2017,9.99,0.3246487986318401,32.46487986318402,9.99,24.0,239.76,57.44,176.93,119.49,4.978750000000001,Sudeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.8227703702161625,27.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,GO,24,6,2017,4.19,0.4174205035420238,41.74205035420238,4.19,10.0,41.900000000000006,13.06,30.96,17.900000000000002,1.7900000000000005,Centro-Oeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.4914613427434297,51.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,GO,24,6,2017,3.99,0.3890885633986551,38.90885633986552,3.99,13.0,51.870000000000005,14.94,38.33,23.39,1.7992307692307692,Centro-Oeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.4112324120693986,47.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,GO,24,6,2017,4.99,0.4278021109116229,42.780211091162286,4.99,161.0,803.39,253.6,592.87,339.27000000000004,2.1072670807453417,Centro-Oeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.5171871555023366,41.0,3.0
FRONHA AVULSA LISA ANDREZA,GO,24,6,2017,4.99,0.4281039633242211,42.81039633242212,4.99,172.0,858.28,271.66,633.42,361.76,2.1032558139534885,Centro-Oeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.5466859006260821,42.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,GO,24,6,2017,9.99,0.3250507693741758,32.50507693741758,9.99,11.0,109.89,26.38,81.16,54.78,4.98,Centro-Oeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7002134072385573,30.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,MA,24,6,2017,4.19,0.3915865868718532,39.15865868718532,4.19,10.0,41.9,12.1,30.46,18.36,1.836,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.4258157950431133,45.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,MA,24,6,2017,4.156666666666667,0.3889086792691807,38.89086792691807,4.156666666666667,10.0,41.900000000000006,12.15,30.46,18.31,1.831,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.309122691830243,50.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,MA,24,6,2017,4.99,0.3607741367642174,36.07741367642175,4.982063492063491,93.0,463.07,120.59,336.74,216.15,2.324193548387097,Nordeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4383891441057654,41.0,3.0
FRONHA AVULSA LISA ANDREZA,MA,24,6,2017,5.132857142857143,0.3656572524541743,36.56572524541743,5.005037593984963,109.0,545.91,145.29,396.97,251.68,2.3089908256880736,Nordeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.6449004062607415,42.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,MA,24,6,2017,7.989999999999999,0.1920161250598538,19.201612505985384,7.978395061728396,69.0,549.71,74.27,399.88,325.61,4.718985507246377,Nordeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6269433635615719,49.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,MA,24,6,2017,9.99,0.3093892358609061,30.938923586090617,9.99,14.0,139.86,31.48,101.76,70.28,5.0200000000000005,Nordeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.6154044475538936,27.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,MG,24,6,2017,4.132857142857143,0.3817219036068024,38.17219036068024,4.102244897959184,48.0,191.52,51.58,139.55,87.97,1.8327083333333327,Sudeste,0,1,T VISITA P BORDA DESIRE AZUL 6238,-0.5651624929368376,51.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,MG,24,6,2017,4.19,0.4010184991942646,40.10184991942646,4.183846153846154,29.0,120.31,35.2,87.69,52.49,1.81,Sudeste,0,1,T VISITA P BORDA DESIRE AGUA 6243,-0.3825100040941354,47.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,MG,24,6,2017,4.99,0.4085611009468226,40.85611009468226,4.970367585630744,401.0,1992.99,592.27,1450.67,858.4,2.140648379052369,Sudeste,0,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4248099584899146,44.0,3.0
FRONHA AVULSA LISA ANDREZA,MG,24,6,2017,4.99,0.4105945518606768,41.05945518606769,4.985238095238095,392.0,1953.58,582.05,1421.96,839.91,2.142627551020408,Sudeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.402046066187837,39.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,MG,24,6,2017,7.99,0.1750208306537507,17.50208306537507,7.913564655438802,160.0,1266.6,217.6,1149.5,931.9,5.824375,Sudeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6902713553287987,46.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,MG,24,6,2017,9.99,0.1496754866957227,14.96754866957227,9.99,36.0,359.64,48.75,326.5,277.75,7.715277777777778,Sudeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.8160717974498148,28.0,0.0
T VISITA P BORDA DESIRE AGUA 6243,MS,24,6,2017,3.99,0.3923014205826209,39.230142058262096,3.99,4.0,15.96,4.57,11.79,7.22,1.805,Centro-Oeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.4179779896399082,42.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,MS,24,6,2017,4.99,0.4254492769474185,42.54492769474185,4.99,35.0,174.65,54.69,128.85,74.16,2.1188571428571428,Centro-Oeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.6455559911009944,38.0,3.0
FRONHA AVULSA LISA ANDREZA,MS,24,6,2017,4.99,0.4232105689201351,42.32105689201352,4.99,30.0,149.70000000000002,46.760000000000005,110.42,63.66,2.122,Centro-Oeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.6221073661451006,39.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,MS,24,6,2017,9.99,0.2812148904552731,28.12148904552732,9.99,23.0,229.77,58.66,208.58,149.92000000000002,6.518260869565218,Centro-Oeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.2914481035331239,24.0,0.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,MS,24,6,2017,129.99,0.4003441802252815,40.03441802252815,129.99,2.0,259.98,76.77,191.76,114.99,57.495000000000005,Centro-Oeste,1,1,,,,4.0
T VISITA P BORDA DESIRE AZUL 6238,MT,24,6,2017,3.99,0.3765059612135693,37.65059612135696,3.99,12.0,47.88,13.22,35.29,22.07,1.8391666666666664,Centro-Oeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.3510514955680014,46.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,MT,24,6,2017,3.9900000000000007,0.38921768707483,38.921768707483,3.9900000000000007,13.0,51.870000000000005,14.79,38.22,23.43,1.8023076923076924,Centro-Oeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.491856627225178,38.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,MT,24,6,2017,4.99,0.4303125465214658,43.03125465214658,4.99,40.0,199.6,63.25,147.15,83.9,2.0975,Centro-Oeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4546284118402267,39.0,3.0
FRONHA AVULSA LISA ANDREZA,MT,24,6,2017,4.99,0.4218091932890652,42.18091932890651,4.95547619047619,72.0,356.78,111.06,263.06,152.0,2.111111111111111,Centro-Oeste,0,1,FRONHA AVULSA LISA ANDREZA,-0.6420196998137901,43.0,3.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,MT,24,6,2017,9.99,0.3203968133122555,32.039681331225545,9.934444444444445,17.0,167.82999999999998,39.14,123.78,84.64,4.978823529411764,Centro-Oeste,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.3422605738133663,26.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,PA,24,6,2017,4.19,0.3991613713520496,39.91613713520496,4.178571428571429,30.0,123.3,35.79,90.86,55.07,1.8356666666666668,Norte,0,1,T VISITA P BORDA DESIRE AZUL 6238,-0.3168887165527735,51.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,PA,24,6,2017,4.19,0.4032507521503426,40.32507521503426,4.19,29.0,116.71,32.95,86.01,53.06,1.8296551724137933,Norte,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.4418481844429728,48.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,PA,24,6,2017,4.99,0.3688890805211834,36.88890805211834,4.99,172.0,858.28,233.64,632.72,399.08,2.320232558139535,Norte,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.4076033582965294,39.0,3.0
FRONHA AVULSA LISA ANDREZA,PA,24,6,2017,4.99,0.3691481233021251,36.91481233021251,4.99,165.0,823.35,224.1,606.97,382.87,2.3204242424242425,Norte,1,1,FRONHA AVULSA LISA ANDREZA,-0.5073492250176082,39.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,PA,24,6,2017,7.989999999999999,0.2313148191923026,23.13148191923028,7.952745098039215,108.0,859.12,175.94,779.72,603.78,5.590555555555556,Norte,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6341045183035168,46.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,PA,24,6,2017,9.99,0.3137473395242497,31.37473395242497,9.918571428571427,38.0,377.62,87.77,278.53,190.76,5.0200000000000005,Norte,0,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.4746632586728371,27.0,0.0
JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,PA,24,6,2017,129.99,0.4002642467229926,40.026424672299264,129.99,5.0,649.95,191.91000000000005,479.35,287.44,57.488,Norte,1,1,JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI,-0.1029921546837423,31.0,4.0
T VISITA P BORDA DESIRE AZUL 6238,PB,24,6,2017,3.99,0.3698275862068965,36.98275862068965,3.99,3.0,11.97,3.24,8.7,5.46,1.82,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.4414491979285311,34.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,PB,24,6,2017,3.99,0.3632745111931,36.32745111931,3.89,13.0,51.07,13.77,37.12,23.35,1.7961538461538462,Nordeste,0,1,T VISITA P BORDA DESIRE AGUA 6243,-0.2649437934153625,32.0,7.0
FRONHA AVULSA ESTAMPADA ANDREZA,PB,24,6,2017,4.99,0.3675309031643021,36.75309031643021,4.99,73.0,364.27,97.38,264.87,167.49,2.294383561643836,Nordeste,1,1,FRONHA AVULSA ESTAMPADA ANDREZA,-0.5026880559866048,39.0,3.0
FRONHA AVULSA LISA ANDREZA,PB,24,6,2017,4.99,0.3667723540997151,36.67723540997151,4.99,66.0,329.34000000000003,88.8,239.5,150.7,2.283333333333333,Nordeste,1,1,FRONHA AVULSA LISA ANDREZA,-0.2600866870823988,40.0,3.0
AMACIANTE COMFORT CONCENTRADO 500ML,PB,24,6,2017,7.99,0.1576567379282714,15.765673792827142,7.964025974025974,94.0,749.06,88.36,544.79,456.43,4.855638297872341,Nordeste,0,1,AMACIANTE COMFORT CONCENTRADO 500ML,-0.6563258946556361,47.0,0.0
AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,PB,24,6,2017,9.99,0.3094367546415881,30.94367546415881,9.99,15.0,149.85,33.730000000000004,109.03,75.3,5.02,Nordeste,1,1,AMACIANTE DOWNY LIRIOS DO CAMPO 500ML,-0.7418169102775153,29.0,0.0
T VISITA P BORDA DESIRE AZUL 6238,PE,24,6,2017,4.132857142857143,0.4020100480133212,40.20100480133213,4.132857142857143,18.0,75.82000000000001,23.14,55.27,32.13,1.785,Nordeste,1,1,T VISITA P BORDA DESIRE AZUL 6238,-0.4739613009985585,48.0,7.0
T VISITA P BORDA DESIRE AGUA 6243,PE,24,6,2017,4.132857142857143,0.410123849641922,41.0123849641922,4.132857142857143,20.0,85.80000000000001,26.65,62.5,35.85,1.7925,Nordeste,1,1,T VISITA P BORDA DESIRE AGUA 6243,-0.3955581937204879,50.0,7.0
