SAP;Produto;UF;Ano;Mes;Dia;Preço;QTD;CMV/QTD;DPPsic
2166719;FRONHA AVULSA LISA ANDREZA;MA;2017;3;20;6.99;9.0;2.2444444444444445;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;MG;2017;3;20;4.99;7.0;1.8128571428571427;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MG;2017;3;20;6.99;25.0;2.0656;1
2166719;FRONHA AVULSA LISA ANDREZA;MG;2017;3;20;6.99;21.0;2.0561904761904763;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MG;2017;3;20;4.9728431372549;204.0;4.361078431372549;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;MS;2017;3;20;4.99;8.0;1.79625;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MS;2017;3;20;6.99;5.0;2.048;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MS;2017;3;20;4.99;46.0;4.459130434782609;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MT;2017;3;20;6.99;9.0;2.0477777777777777;1
2166719;FRONHA AVULSA LISA ANDREZA;MT;2017;3;20;6.99;11.0;2.047272727272728;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PA;2017;3;20;4.99;5.0;1.806;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PA;2017;3;20;6.99;13.0;2.243846153846154;1
2166719;FRONHA AVULSA LISA ANDREZA;PA;2017;3;20;6.99;20.0;2.244;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PB;2017;3;20;6.99;6.0;2.245;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PB;2017;3;20;4.95428571428572;28.0;3.2885714285714287;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PI;2017;3;20;4.89;5.0;3.2920000000000003;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;PR;2017;3;20;4.99;4.0;1.7025;1
2166719;FRONHA AVULSA LISA ANDREZA;PR;2017;3;20;6.99;15.0;2.0466666666666664;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RJ;2017;3;20;4.99;11.0;1.8072727272727271;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;RJ;2017;3;20;4.98666666666667;6.0;1.82;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RJ;2017;3;20;6.99;44.0;2.126590909090909;1
2166719;FRONHA AVULSA LISA ANDREZA;RJ;2017;3;20;6.99;62.0;2.126935483870968;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RN;2017;3;20;6.99;16.0;2.244375;1
2166719;FRONHA AVULSA LISA ANDREZA;RN;2017;3;20;6.99;9.0;2.2444444444444445;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RN;2017;3;20;4.99;66.0;3.2783333333333333;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RO;2017;3;20;4.99;66.0;3.249090909090909;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RR;2017;3;20;4.99;25.0;2.7424;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RS;2017;3;20;4.99;4.0;1.79;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;RS;2017;3;20;4.99;6.0;1.815;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RS;2017;3;20;4.97181818181818;55.0;4.4523636363636365;0
2166719;FRONHA AVULSA LISA ANDREZA;SC;2017;3;20;6.99;5.0;2.048;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SC;2017;3;20;4.99;50.0;4.257;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;SP;2017;3;20;4.99;11.0;1.7981818181818183;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;SP;2017;3;20;4.99;18.0;1.8133333333333332;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;SP;2017;3;20;6.99;32.0;2.0471875;1
2166719;FRONHA AVULSA LISA ANDREZA;SP;2017;3;20;6.88756097560976;41.0;2.0475609756097564;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SP;2017;3;20;4.98332344213649;674.0;4.342106824925816;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;TO;2017;3;20;4.99;23.0;3.283478260869565;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AL;2017;3;21;6.99;6.0;2.245;1
2166719;FRONHA AVULSA LISA ANDREZA;AL;2017;3;21;6.99;6.0;2.245;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AL;2017;3;21;4.99;21.0;4.307619047619047;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;AM;2017;3;21;2.99;3.0;1.5733333333333333;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;BA;2017;3;21;6.99;47.0;2.2451063829787232;1
2166719;FRONHA AVULSA LISA ANDREZA;BA;2017;3;21;6.99;40.0;2.2445;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;BA;2017;3;21;4.98019607843137;204.0;3.2871568627450984;0
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;BA;2017;3;21;109.99;6.0;57.64833333333333;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;CE;2017;3;21;2.99;3.0;1.7633333333333334;1
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;CE;2017;3;21;99.99;2.0;57.265;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;DF;2017;3;21;2.99;4.0;1.8;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;DF;2017;3;21;6.99;18.0;2.0477777777777777;1
2166719;FRONHA AVULSA LISA ANDREZA;DF;2017;3;21;6.99;32.0;2.0475;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;ES;2017;3;21;2.99;2.0;1.805;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;ES;2017;3;21;3.65666666666667;3.0;1.8166666666666669;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;ES;2017;3;21;5.26906976744186;43.0;4.595116279069767;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;GO;2017;3;21;2.99;8.0;1.8;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;GO;2017;3;21;5.02097345132743;113.0;3.272566371681416;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;MA;2017;3;21;3.39;5.0;1.808;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MA;2017;3;21;5.06142857142857;105.0;3.2692380952380957;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MG;2017;3;21;6.99;28.0;2.0560714285714288;1
2166719;FRONHA AVULSA LISA ANDREZA;MG;2017;3;21;6.99;25.0;2.0792;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MG;2017;3;21;5.00151315789474;304.0;4.350460526315789;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;MT;2017;3;21;2.99;3.0;1.78;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;MT;2017;3;21;2.99;6.0;1.8316666666666668;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MT;2017;3;21;6.99;5.0;2.05;1
2166719;FRONHA AVULSA LISA ANDREZA;MT;2017;3;21;6.99;5.0;2.048;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MT;2017;3;21;5.17604651162791;43.0;3.263255813953488;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;PA;2017;3;21;3.5775;16.0;1.824375;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PA;2017;3;21;6.99;16.0;2.244375;1
2166719;FRONHA AVULSA LISA ANDREZA;PA;2017;3;21;6.99;15.0;2.244666666666667;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PA;2017;3;21;5.0904016064257;249.0;4.116064257028113;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;PB;2017;3;21;2.99;2.0;1.825;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PB;2017;3;21;6.99;7.0;2.244285714285714;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PB;2017;3;21;5.56692307692308;13.0;3.313076923076923;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;PE;2017;3;21;2.99;3.0;1.8133333333333332;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;PE;2017;3;21;2.99;7.0;1.8185714285714287;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PE;2017;3;21;4.98484536082474;194.0;3.2838659793814435;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PI;2017;3;21;6.59;10.0;3.2880000000000003;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;PR;2017;3;21;4.13285714285714;7.0;1.707142857142857;0
2166719;FRONHA AVULSA LISA ANDREZA;PR;2017;3;21;6.99;9.0;2.0477777777777777;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PR;2017;3;21;4.98099099099099;111.0;4.428558558558558;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RJ;2017;3;21;6.98971428571428;35.0;2.125714285714286;0
2166719;FRONHA AVULSA LISA ANDREZA;RJ;2017;3;21;6.96666666666667;60.0;2.126;0
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;RJ;2017;3;21;99.99;5.0;57.268;1
2166719;FRONHA AVULSA LISA ANDREZA;RN;2017;3;21;6.99;8.0;2.245;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RN;2017;3;21;4.99;43.0;3.2872093023255813;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RO;2017;3;21;4.99;19.0;3.254210526315789;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RS;2017;3;21;3.24;8.0;1.81875;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RS;2017;3;21;6.99;15.0;2.047333333333333;1
2166719;FRONHA AVULSA LISA ANDREZA;RS;2017;3;21;6.99;14.0;2.047142857142857;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RS;2017;3;21;5.09810810810811;37.0;4.440540540540541;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;SC;2017;3;21;2.84;2.0;1.82;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;SC;2017;3;21;2.89;3.0;1.83;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SC;2017;3;21;5.13545454545454;55.0;4.249090909090909;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SE;2017;3;21;4.99;11.0;3.2781818181818183;1
2166719;FRONHA AVULSA LISA ANDREZA;SP;2017;3;21;6.99;43.0;2.0500000000000003;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SP;2017;3;21;4.99259515570934;578.0;4.345242214532872;0
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;SP;2017;3;21;99.99;4.0;57.605;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;TO;2017;3;21;5.24806451612903;31.0;3.270967741935484;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;AL;2017;3;22;2.99;4.0;1.7725;1
2166719;FRONHA AVULSA LISA ANDREZA;AL;2017;3;22;6.99;5.0;2.244;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AL;2017;3;22;4.99;39.0;4.303589743589744;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;AM;2017;3;22;2.99;3.0;1.63;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;AM;2017;3;22;2.99;2.0;1.565;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;BA;2017;3;22;6.99;51.0;2.244313725490196;1
2166719;FRONHA AVULSA LISA ANDREZA;BA;2017;3;22;6.99;25.0;2.244;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;BA;2017;3;22;4.98769585253456;217.0;3.2922119815668203;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;CE;2017;3;22;6.99;30.0;2.244333333333333;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;CE;2017;3;22;4.982;125.0;4.0092;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;DF;2017;3;22;2.99;5.0;1.786;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;DF;2017;3;22;6.99;24.0;2.0475;1
2166719;FRONHA AVULSA LISA ANDREZA;DF;2017;3;22;6.99;13.0;2.047692307692308;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;ES;2017;3;22;2.99;4.0;1.7525;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;ES;2017;3;22;2.99;2.0;1.78;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;GO;2017;3;22;4.99;83.0;3.267228915662651;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;MA;2017;3;22;2.99;4.0;1.8175;1
2166719;FRONHA AVULSA LISA ANDREZA;MA;2017;3;22;6.99;14.0;2.245;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MA;2017;3;22;4.98375;80.0;3.26825;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MG;2017;3;22;6.99;31.0;2.0829032258064517;1
2166719;FRONHA AVULSA LISA ANDREZA;MG;2017;3;22;6.97;35.0;2.074857142857143;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MG;2017;3;22;4.97795180722892;249.0;4.311084337349397;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MS;2017;3;22;6.99;7.0;2.0485714285714285;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MS;2017;3;22;4.99;27.0;4.452222222222222;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MT;2017;3;22;6.99;9.0;2.0477777777777777;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MT;2017;3;22;4.95875;16.0;3.26125;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PA;2017;3;22;6.99;34.0;2.244705882352941;1
2166719;FRONHA AVULSA LISA ANDREZA;PA;2017;3;22;6.99;25.0;2.2448;1
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;PA;2017;3;22;99.99;2.0;57.665;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PB;2017;3;22;2.99;2.0;1.835;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;PB;2017;3;22;2.99;5.0;1.762;1
2166719;FRONHA AVULSA LISA ANDREZA;PB;2017;3;22;6.99;6.0;2.2433333333333336;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PE;2017;3;22;2.99;5.0;1.81;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;PE;2017;3;22;2.99;6.0;1.815;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PE;2017;3;22;4.99;173.0;3.288208092485549;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PI;2017;3;22;2.99;4.0;1.78;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;PI;2017;3;22;2.99;2.0;1.755;1
2166719;FRONHA AVULSA LISA ANDREZA;PI;2017;3;22;6.99;5.0;2.244;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PI;2017;3;22;4.99;10.0;3.283;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PR;2017;3;22;2.99;8.0;1.79375;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;PR;2017;3;22;2.99;5.0;1.7600000000000002;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RJ;2017;3;22;6.96610169491525;59.0;2.126101694915254;0
2166719;FRONHA AVULSA LISA ANDREZA;RJ;2017;3;22;6.98966666666667;60.0;2.126;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RJ;2017;3;22;4.98327808471454;543.0;4.487569060773481;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;RN;2017;3;22;2.99;2.0;1.77;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;RN;2017;3;22;2.99;3.0;1.7433333333333334;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RN;2017;3;22;4.99;43.0;3.262790697674419;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RS;2017;3;22;2.99;7.0;1.8142857142857145;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RS;2017;3;22;6.88230769230769;13.0;2.0461538461538464;0
2166719;FRONHA AVULSA LISA ANDREZA;RS;2017;3;22;6.99;16.0;2.048125;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RS;2017;3;22;4.96619047619048;21.0;4.4347619047619045;0
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;RS;2017;3;22;99.99;2.0;57.915;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;SC;2017;3;22;2.99;2.0;1.815;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SC;2017;3;22;4.94238095238095;21.0;4.280952380952381;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;SE;2017;3;22;2.99;4.0;1.75;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SE;2017;3;22;4.94833333333333;12.0;3.2716666666666665;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;SP;2017;3;22;6.99;24.0;2.0479166666666666;1
2166719;FRONHA AVULSA LISA ANDREZA;SP;2017;3;22;6.95888888888889;45.0;2.047555555555556;0
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SP;2017;3;22;4.9695081967213;488.0;4.315532786885246;0
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;SP;2017;3;22;99.99;4.0;57.48;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;TO;2017;3;22;2.99;2.0;1.785;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;TO;2017;3;22;2.99;4.0;1.8425;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;TO;2017;3;22;4.95428571428571;14.0;3.267857142857143;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;AL;2017;3;23;2.99;6.0;1.82;1
2166719;FRONHA AVULSA LISA ANDREZA;AL;2017;3;23;6.99;6.0;2.2433333333333336;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;AM;2017;3;23;2.99;5.0;1.6920000000000002;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AP;2017;3;23;4.99;70.0;3.632142857142857;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;BA;2017;3;23;6.99;31.0;2.244516129032258;1
2166719;FRONHA AVULSA LISA ANDREZA;BA;2017;3;23;6.99;41.0;2.244390243902439;1
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;BA;2017;3;23;99.99;4.0;57.3825;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;CE;2017;3;23;2.99;6.0;1.7966666666666666;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;CE;2017;3;23;6.99;17.0;2.244117647058824;1
2166719;FRONHA AVULSA LISA ANDREZA;CE;2017;3;23;6.99;14.0;2.245;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;CE;2017;3;23;4.98056603773585;106.0;3.986415094339623;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;DF;2017;3;23;2.99;3.0;1.8;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;DF;2017;3;23;6.99;13.0;2.046923076923077;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;GO;2017;3;23;2.99;5.0;1.766;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;GO;2017;3;23;4.99;65.0;3.2706153846153847;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;MA;2017;3;23;2.99;5.0;1.7920000000000005;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;MA;2017;3;23;2.99;3.0;1.8;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MA;2017;3;23;4.99;104.0;3.271346153846154;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MG;2017;3;23;6.99;26.0;2.080769230769231;1
2166719;FRONHA AVULSA LISA ANDREZA;MG;2017;3;23;6.99;17.0;2.08;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MG;2017;3;23;4.97709677419355;155.0;4.325290322580645;0
2166719;FRONHA AVULSA LISA ANDREZA;MS;2017;3;23;6.99;6.0;2.0483333333333333;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MS;2017;3;23;4.96727272727273;22.0;4.450454545454545;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;MT;2017;3;23;2.99;5.0;1.814;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;MT;2017;3;23;2.99;3.0;1.82;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MT;2017;3;23;4.99;12.0;3.2591666666666668;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PA;2017;3;23;6.99;19.0;2.244210526315789;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PB;2017;3;23;4.99;34.0;3.281764705882353;1
2166719;FRONHA AVULSA LISA ANDREZA;PE;2017;3;23;6.99;17.0;2.243529411764706;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PE;2017;3;23;4.98481865284974;193.0;3.2873056994818657;0
2166719;FRONHA AVULSA LISA ANDREZA;PI;2017;3;23;6.99;6.0;2.245;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PI;2017;3;23;4.99;5.0;3.2960000000000003;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PR;2017;3;23;6.99;14.0;2.047142857142857;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PR;2017;3;23;4.9863768115942;138.0;4.4195652173913045;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;RJ;2017;3;23;2.97125;16.0;1.805;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RJ;2017;3;23;6.98971428571429;35.0;2.126;0
2166719;FRONHA AVULSA LISA ANDREZA;RJ;2017;3;23;6.99;24.0;2.127083333333333;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RJ;2017;3;23;4.98681818181818;506.0;4.488498023715414;0
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;RJ;2017;3;23;99.99;3.0;57.03666666666667;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RN;2017;3;23;2.99;4.0;1.7975;1
2166719;FRONHA AVULSA LISA ANDREZA;RN;2017;3;23;6.99;9.0;2.2444444444444445;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RR;2017;3;23;4.99;26.0;2.745769230769231;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;RS;2017;3;23;2.99;3.0;1.84;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;RS;2017;3;23;4.99;23.0;4.458260869565217;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;SC;2017;3;23;2.99;3.0;1.663333333333333;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SC;2017;3;23;4.87461538461538;26.0;4.287307692307692;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;SP;2017;3;23;6.96407407407407;27.0;2.047037037037037;0
2166719;FRONHA AVULSA LISA ANDREZA;SP;2017;3;23;6.99;44.0;2.0475;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;SP;2017;3;23;4.98346405228758;459.0;4.335751633986928;0
2166719;FRONHA AVULSA LISA ANDREZA;TO;2017;3;23;6.99;8.0;2.0475;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;TO;2017;3;23;4.99;17.0;3.2782352941176467;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;AL;2017;3;24;2.99;3.0;1.78;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;AL;2017;3;24;2.99;4.0;1.76;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;AL;2017;3;24;6.99;6.0;2.2433333333333336;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AL;2017;3;24;4.95875;16.0;4.32375;0
2158154;T VISITA P BORDA DESIRE AGUA 6243;AM;2017;3;24;2.99;2.0;1.735;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AM;2017;3;24;4.99;57.0;3.43140350877193;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;AP;2017;3;24;4.99;59.0;3.630169491525424;1
4263231;JG CAMA QUEEN PRATA 150FIOS MALIBU SANTI;AP;2017;3;24;99.99;1.0;48.92;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;BA;2017;3;24;2.99;11.0;1.814545454545455;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;BA;2017;3;24;6.99;57.0;2.244210526315789;1
2166719;FRONHA AVULSA LISA ANDREZA;BA;2017;3;24;6.99;49.0;2.24469387755102;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;CE;2017;3;24;2.99;8.0;1.79125;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;CE;2017;3;24;4.98537037037037;108.0;4.002777777777778;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;DF;2017;3;24;6.99;28.0;2.0475;1
2166719;FRONHA AVULSA LISA ANDREZA;ES;2017;3;24;6.99;6.0;2.1266666666666665;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;GO;2017;3;24;2.99;4.0;1.7875;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;GO;2017;3;24;2.99;7.0;1.82;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;GO;2017;3;24;4.99;76.0;3.2748684210526315;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;MA;2017;3;24;2.99;6.0;1.79;1
2166719;FRONHA AVULSA LISA ANDREZA;MA;2017;3;24;6.99;7.0;2.244285714285714;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MA;2017;3;24;5.03494382022472;89.0;3.273483146067416;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;MG;2017;3;24;2.99;11.0;1.8118181818181816;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;MG;2017;3;24;6.99;16.0;2.071875;1
2166719;FRONHA AVULSA LISA ANDREZA;MG;2017;3;24;6.99;46.0;2.0626086956521736;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MG;2017;3;24;4.95078431372549;153.0;4.355424836601308;0
2158151;T VISITA P BORDA DESIRE AZUL 6238;MT;2017;3;24;2.99;3.0;1.8033333333333332;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;MT;2017;3;24;4.99;17.0;3.264117647058824;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PA;2017;3;24;2.99;9.0;1.8122222222222224;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;PA;2017;3;24;2.99;5.0;1.826;1
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;PA;2017;3;24;6.99;23.0;2.2443478260869565;1
2166719;FRONHA AVULSA LISA ANDREZA;PA;2017;3;24;6.99;18.0;2.245;1
2166719;FRONHA AVULSA LISA ANDREZA;PB;2017;3;24;6.99;8.0;2.24375;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PB;2017;3;24;4.99;28.0;3.281071428571429;1
2166719;FRONHA AVULSA LISA ANDREZA;PE;2017;3;24;6.99;12.0;2.244166666666666;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PI;2017;3;24;2.99;4.0;1.795;1
2158151;T VISITA P BORDA DESIRE AZUL 6238;PR;2017;3;24;2.99;6.0;1.778333333333333;1
2158154;T VISITA P BORDA DESIRE AGUA 6243;PR;2017;3;24;2.99;5.0;1.794;1
4243420;AMACIANTE COMFORT CONCENTRADO 500ML;PR;2017;3;24;4.98583333333333;120.0;4.424;0
2166665;FRONHA AVULSA ESTAMPADA ANDREZA;RJ;2017;3;24;6.99;41.0;2.125853658536585;1
2166719;FRONHA AVULSA LISA ANDREZA;RJ;2017;3;24;6.99;25.0;2.1268;1
